Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
013D4FAE  mov dword ptr ss:[ebp-64],aminstantservice-8.50.2.0.152F41C       "Cannot load library"
013D546A  push aminstantservice-8.50.2.0.152F580                            "kernel32.dll"
013D5486  push aminstantservice-8.50.2.0.152F590                            "GetModuleFileNameExW"
013D5498  push aminstantservice-8.50.2.0.152F5A8                            "psapi.dll"
013D54A5  push aminstantservice-8.50.2.0.152F5B4                            "GetModuleFileNameExW"
013D56B3  mov eax,dword ptr ss:[ebp+1000C]                                  "&;"
013D56EE  push aminstantservice-8.50.2.0.152F1B8                            "kernel32.dll"
013D5709  push aminstantservice-8.50.2.0.152F1C8                            "Wtsapi32.dll"
013D5715  push aminstantservice-8.50.2.0.152F1D8                            "advapi32.dll"
013D571F  push aminstantservice-8.50.2.0.152F1E8                            "Userenv.dll"
013D5754  push aminstantservice-8.50.2.0.152F208                            "WTSEnumerateSessionsW"
013D575C  push aminstantservice-8.50.2.0.152F220                            "WTSFreeMemory"
013D5766  push aminstantservice-8.50.2.0.152F230                            "WTSQueryUserToken"
013D5774  push aminstantservice-8.50.2.0.152F244                            "CreateEnvironmentBlock"
013D577F  push aminstantservice-8.50.2.0.152F25C                            "DestroyEnvironmentBlock"
013D578D  push aminstantservice-8.50.2.0.152F274                            "DuplicateTokenEx"
013D589A  mov dword ptr ss:[ebp-70],aminstantservice-8.50.2.0.152F288       "Cannot get a valid token"
013D59F9  push aminstantservice-8.50.2.0.152F2C8                            "\" "
013D5A0E  mov dword ptr ss:[ebp-114],aminstantservice-8.50.2.0.152F2A4      L"Winsta0\\Default"
013D5B81  mov dword ptr ss:[ebp-68],aminstantservice-8.50.2.0.152F1F4       "Cannot load library"
013D5C63  mov eax,dword ptr ss:[ebp+1000C]                                  "&;"
013D5CCF  push aminstantservice-8.50.2.0.152F2CC                            "kernel32.dll"
013D5CDC  push aminstantservice-8.50.2.0.152F2DC                            "Wtsapi32.dll"
013D5CE8  push aminstantservice-8.50.2.0.152F2EC                            "advapi32.dll"
013D5CF2  push aminstantservice-8.50.2.0.152F2FC                            "Userenv.dll"
013D5D27  push aminstantservice-8.50.2.0.152F31C                            "WTSEnumerateSessionsW"
013D5D2F  push aminstantservice-8.50.2.0.152F334                            "WTSFreeMemory"
013D5D39  push aminstantservice-8.50.2.0.152F344                            "WTSQueryUserToken"
013D5D47  push aminstantservice-8.50.2.0.152F358                            "CreateEnvironmentBlock"
013D5D52  push aminstantservice-8.50.2.0.152F370                            "DestroyEnvironmentBlock"
013D5D60  push aminstantservice-8.50.2.0.152F388                            "DuplicateTokenEx"
013D5E65  mov dword ptr ss:[ebp-80],aminstantservice-8.50.2.0.152F39C       "Cannot get a valid token"
013D5FBC  push aminstantservice-8.50.2.0.152F3DC                            "\" "
013D5FD1  mov dword ptr ss:[ebp-124],aminstantservice-8.50.2.0.152F3B8      L"Winsta0\\Default"
013D61E0  mov dword ptr ss:[ebp-78],aminstantservice-8.50.2.0.152F308       "Cannot load library"
013D642D  push aminstantservice-8.50.2.0.152F5D4                            "list<T> too long"
013D6A00  push aminstantservice-8.50.2.0.152F5D4                            "list<T> too long"
013D6AE8  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
013D6D2B  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
013D6DB1  push aminstantservice-8.50.2.0.152DDA0                            "map/set<T> too long"
013D70B3  push aminstantservice-8.50.2.0.152DDB4                            "invalid map/set<T> iterator"
013D7F30  push aminstantservice-8.50.2.0.152F5CC                            "rundll"
013D8040  push aminstantservice-8.50.2.0.152F5D4                            "list<T> too long"
013D8723  push aminstantservice-8.50.2.0.152F630                            L"SOFTWARE\\Microsoft\\Internet Explorer"
013D875A  push aminstantservice-8.50.2.0.152F67C                            L"svcVersion"
013D8782  push aminstantservice-8.50.2.0.152F694                            L"version"
013D884D  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
013D88E6  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
013D8AC0  mov eax,aminstantservice-8.50.2.0.152F6C0                         "AmRadix::InvalidStringFormatException"
013D8B82  push aminstantservice-8.50.2.0.152F6E8                            " \t\n"
013D8DB8  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
013D91C0  push aminstantservice-8.50.2.0.152F5F8                            "HKCR"
013D9252  push aminstantservice-8.50.2.0.152F610                            "BINARY"
013D92A5  push aminstantservice-8.50.2.0.152F600                            "HKCU"
013D92E0  push aminstantservice-8.50.2.0.152F608                            "HKLM"
013D9334  push aminstantservice-8.50.2.0.152F618                            "DWORD"
013D93A1  push aminstantservice-8.50.2.0.152F620                            "SZ"
013D93E4  push aminstantservice-8.50.2.0.152F624                            "MULTI_SZ"
013D9CD5  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
013DA6C2  push aminstantservice-8.50.2.0.152DDB4                            "invalid map/set<T> iterator"
013DA9F0  push aminstantservice-8.50.2.0.152DDA0                            "map/set<T> too long"
013DAC20  push aminstantservice-8.50.2.0.152DDA0                            "map/set<T> too long"
013DB26B  push aminstantservice-8.50.2.0.152F5D4                            "list<T> too long"
013DB3C1  push aminstantservice-8.50.2.0.152F5D4                            "list<T> too long"
013DB537  push aminstantservice-8.50.2.0.152F73C                            "Download::pauseAll()"
013DBC17  push aminstantservice-8.50.2.0.152F71C                            "Download::pause (cid=%s) -> %d"
013DBE37  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
013DC2E1  push aminstantservice-8.50.2.0.152F6FC                            "Download::resume (cid=%s) -> %d"
013DC459  push aminstantservice-8.50.2.0.152F754                            "Download::discard (cid=%s) -> %d"
013DC4FB  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
013DC7B0  push aminstantservice-8.50.2.0.152F6F0                            "am-instant"
013DD102  push aminstantservice-8.50.2.0.152F914                            "<INSTALL_PATH>"
013DD14B  push aminstantservice-8.50.2.0.152F924                            "<DESKTOP>"
013DD198  push aminstantservice-8.50.2.0.152F930                            "<WINDOWS>"
013DD8C3  push aminstantservice-8.50.2.0.152F85C                            "info"
013DD935  push aminstantservice-8.50.2.0.152F864                            "running"
013DD97A  push aminstantservice-8.50.2.0.152F86C                            "last_execution_result"
013DD9B5  push aminstantservice-8.50.2.0.152F884                            "game_info"
013DD9FF  push aminstantservice-8.50.2.0.152F890                            "status"
013DDA6D  push aminstantservice-8.50.2.0.152F898                            "game_status"
013DE870  push aminstantservice-8.50.2.0.152F954                            ".json"
013DE98B  push aminstantservice-8.50.2.0.152F95C                            "total_executions"
013DE9D6  push aminstantservice-8.50.2.0.152F970                            "total_execution_time"
013DEA21  push aminstantservice-8.50.2.0.152F988                            "last_started_time"
013DEB4C  push aminstantservice-8.50.2.0.152F9FC                            "%s.json"
013DEC1D  push aminstantservice-8.50.2.0.152FA04                            "timestamp"
013DECAE  push aminstantservice-8.50.2.0.152FA10                            "GamesController::gamePlayFinished (cid=%s, duration=%d seconds) -> %d"
013DF665  push aminstantservice-8.50.2.0.152F8B0                            "GamesController::freeSpace (cid=%s) -> preload"
013DF6E6  push aminstantservice-8.50.2.0.152F8E0                            "GamesController::freeSpace (cid=%s) -> uninstall"
013DF973  push aminstantservice-8.50.2.0.152F5D4                            "list<T> too long"
013DFD38  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
013E0143  push aminstantservice-8.50.2.0.152F5D4                            "list<T> too long"
013E02B9  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
013E04A8  push aminstantservice-8.50.2.0.152F7AC                            "http://www.gamehouse.com/gathering/insertwrd"
013E0540  push aminstantservice-8.50.2.0.152F7DC                            "http://profiler.am.gamehouse.com/log/"
013E10E5  push aminstantservice-8.50.2.0.152FA58                            "AmGamesController::_checkDynamicProfileStateThread (url=%s)"
013E1196  mov eax,aminstantservice-8.50.2.0.152FA94                         "true"
013E11A1  mov eax,aminstantservice-8.50.2.0.152FA9C                         "false"
013E11AB  push aminstantservice-8.50.2.0.152FAB0                            "AmGamesController::_checkDynamicProfileStateThread () -> enable=%s"
013E12DD  push aminstantservice-8.50.2.0.152FAA4                            "postinstall"
013E1328  push aminstantservice-8.50.2.0.152FAF4                            "postinstall"
013E13F7  push aminstantservice-8.50.2.0.152FB00                            "registry"
013E1485  push aminstantservice-8.50.2.0.152FB14                            "HKCU"
013E14B9  push aminstantservice-8.50.2.0.152FB0C                            "hkey"
013E156A  push aminstantservice-8.50.2.0.152FB1C                            "value"
013E1599  push aminstantservice-8.50.2.0.152FB24                            "name"
013E15CB  push aminstantservice-8.50.2.0.152FB2C                            "type"
013E15F7  push aminstantservice-8.50.2.0.152FB34                            "hkey"
013E1812  push aminstantservice-8.50.2.0.152FB3C                            "copy"
013E18A8  push aminstantservice-8.50.2.0.152FB44                            "file"
013E18F9  push aminstantservice-8.50.2.0.152FB4C                            "file"
